Id,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,cat_crop
605,West Bengal,MURSHIDABAD,2002,Rabi       ,Khesari,9041,4003,Vegetables
606,West Bengal,MURSHIDABAD,2002,Rabi       ,Linseed,581,157,Oilseeds
607,West Bengal,MURSHIDABAD,2002,Rabi       ,Masoor,28053,16823,Pulses
608,West Bengal,MURSHIDABAD,2002,Rabi       ,Moong(Green Gram),20,14,Fruits
609,West Bengal,MURSHIDABAD,2002,Rabi       ,Peas & beans (Pulses),1764,1046,Pulses
610,West Bengal,MURSHIDABAD,2002,Rabi       ,Rapeseed &Mustard,62031,51270,Oilseeds
611,West Bengal,MURSHIDABAD,2002,Rabi       ,Urad,200,180,Pulses
612,West Bengal,MURSHIDABAD,2002,Rabi       ,Wheat,133961,290927,Cereal
613,West Bengal,MURSHIDABAD,2002,Summer     ,Groundnut,171,218,Nuts
614,West Bengal,MURSHIDABAD,2002,Summer     ,Rice,115142,360521,Cereal
615,West Bengal,MURSHIDABAD,2002,Summer     ,Sesamum,4531,3762,Oilseeds
616,West Bengal,MURSHIDABAD,2002,Whole Year ,Arecanut,70,124,Nuts
617,West Bengal,MURSHIDABAD,2002,Whole Year ,Coconut ,4239,35594.9,Fruits
618,West Bengal,MURSHIDABAD,2002,Whole Year ,Sugarcane,6453,436165,Sugarcane
619,West Bengal,MURSHIDABAD,2002,Whole Year ,Turmeric,1498,4473,Species
620,West Bengal,MURSHIDABAD,2002,Winter     ,Potato,8832,203207,Vegetables
621,West Bengal,MURSHIDABAD,2002,Winter     ,Rice,238246,607864,Cereal
622,West Bengal,MURSHIDABAD,2002,Winter     ,Sesamum,19,13,Oilseeds
623,West Bengal,MURSHIDABAD,2003,Autumn     ,Rice,40170,84157,Cereal
624,West Bengal,MURSHIDABAD,2003,Kharif     ,Arhar/Tur,442,457,Pulses
625,West Bengal,MURSHIDABAD,2003,Kharif     ,Dry ginger,251,363,Species
626,West Bengal,MURSHIDABAD,2003,Kharif     ,Groundnut,75,75,Nuts
627,West Bengal,MURSHIDABAD,2003,Kharif     ,Jowar,1140,553,Cereal
628,West Bengal,MURSHIDABAD,2003,Kharif     ,Jute,153960,2070497,fibres
629,West Bengal,MURSHIDABAD,2003,Kharif     ,Maize,1973,6281,Cereal
630,West Bengal,MURSHIDABAD,2003,Kharif     ,Mesta,94,794,fibres
631,West Bengal,MURSHIDABAD,2003,Kharif     ,Moong(Green Gram),21,16,Fruits
632,West Bengal,MURSHIDABAD,2003,Kharif     ,Other Kharif pulses,5,3,Pulses
633,West Bengal,MURSHIDABAD,2003,Kharif     ,Sunflower,115,46,Oilseeds
634,West Bengal,MURSHIDABAD,2003,Kharif     ,Urad,3713,2357,Pulses
635,West Bengal,MURSHIDABAD,2003,Rabi       ,Barley,689,1137,Cereal
636,West Bengal,MURSHIDABAD,2003,Rabi       ,Gram,12634,11505,Beans
637,West Bengal,MURSHIDABAD,2003,Rabi       ,Groundnut,57,104,Nuts
638,West Bengal,MURSHIDABAD,2003,Rabi       ,Khesari,13268,17223,Vegetables
639,West Bengal,MURSHIDABAD,2003,Rabi       ,Linseed,616,331,Oilseeds
640,West Bengal,MURSHIDABAD,2003,Rabi       ,Masoor,24609,19060,Pulses
641,West Bengal,MURSHIDABAD,2003,Rabi       ,Moong(Green Gram),12,9,Fruits
642,West Bengal,MURSHIDABAD,2003,Rabi       ,Peas & beans (Pulses),6904,8418,Pulses
643,West Bengal,MURSHIDABAD,2003,Rabi       ,Rapeseed &Mustard,77506,81297,Oilseeds
644,West Bengal,MURSHIDABAD,2003,Rabi       ,Urad,3336,2695,Pulses
645,West Bengal,MURSHIDABAD,2003,Rabi       ,Wheat,134831,346801,Cereal
646,West Bengal,MURSHIDABAD,2003,Summer     ,Groundnut,124,174,Nuts
647,West Bengal,MURSHIDABAD,2003,Summer     ,Moong(Green Gram),96,30,Fruits
648,West Bengal,MURSHIDABAD,2003,Summer     ,Rice,130991,431128,Cereal
649,West Bengal,MURSHIDABAD,2003,Whole Year ,Arecanut,71,113,Nuts
650,West Bengal,MURSHIDABAD,2003,Whole Year ,Coconut ,4225,30381.9,Fruits
651,West Bengal,MURSHIDABAD,2003,Whole Year ,Dry chillies,4744,6546,Species
652,West Bengal,MURSHIDABAD,2003,Whole Year ,Potato,7405,170658,Vegetables
653,West Bengal,MURSHIDABAD,2003,Whole Year ,Sesamum,14154,14578,Oilseeds
654,West Bengal,MURSHIDABAD,2003,Whole Year ,Sugarcane,5817,439185,Sugarcane
655,West Bengal,MURSHIDABAD,2003,Whole Year ,Turmeric,1441,4801,Species
656,West Bengal,MURSHIDABAD,2003,Winter     ,Rice,232299,598306,Cereal
657,West Bengal,MURSHIDABAD,2004,Autumn     ,Rice,38130,85853,Cereal
658,West Bengal,MURSHIDABAD,2004,Kharif     ,Dry ginger,209,339,Species
659,West Bengal,MURSHIDABAD,2004,Kharif     ,Jowar,1375,594,Cereal
660,West Bengal,MURSHIDABAD,2004,Kharif     ,Jute,131563,1963310,fibres
661,West Bengal,MURSHIDABAD,2004,Kharif     ,Maize,2706,8807,Cereal
662,West Bengal,MURSHIDABAD,2004,Kharif     ,Mesta,173,1725,fibres
663,West Bengal,MURSHIDABAD,2004,Kharif     ,Moong(Green Gram),12,9,Fruits
664,West Bengal,MURSHIDABAD,2004,Kharif     ,Sunflower,76,115,Oilseeds
665,West Bengal,MURSHIDABAD,2004,Kharif     ,Urad,8220,5873,Pulses
666,West Bengal,MURSHIDABAD,2004,Rabi       ,Arhar/Tur,157,174,Pulses
667,West Bengal,MURSHIDABAD,2004,Rabi       ,Barley,586,510,Cereal
668,West Bengal,MURSHIDABAD,2004,Rabi       ,Gram,11601,10172,Beans
669,West Bengal,MURSHIDABAD,2004,Rabi       ,Horse-gram,50,3,Beans
670,West Bengal,MURSHIDABAD,2004,Rabi       ,Khesari,12014,9751,Vegetables
671,West Bengal,MURSHIDABAD,2004,Rabi       ,Linseed,466,178,Oilseeds
672,West Bengal,MURSHIDABAD,2004,Rabi       ,Masoor,22407,12459,Pulses
673,West Bengal,MURSHIDABAD,2004,Rabi       ,Moong(Green Gram),31,19,Fruits
674,West Bengal,MURSHIDABAD,2004,Rabi       ,Peas & beans (Pulses),6160,2962,Pulses
675,West Bengal,MURSHIDABAD,2004,Rabi       ,Rapeseed &Mustard,76078,64526,Oilseeds
676,West Bengal,MURSHIDABAD,2004,Rabi       ,Urad,3090,2209,Pulses
677,West Bengal,MURSHIDABAD,2004,Rabi       ,Wheat,130363,251791,Cereal
678,West Bengal,MURSHIDABAD,2004,Summer     ,Moong(Green Gram),14,5,Fruits
679,West Bengal,MURSHIDABAD,2004,Summer     ,Rice,140359,513370,Cereal
680,West Bengal,MURSHIDABAD,2004,Whole Year ,Coconut ,4314,33217.8,Fruits
681,West Bengal,MURSHIDABAD,2004,Whole Year ,Dry chillies,5210,7450,Species
682,West Bengal,MURSHIDABAD,2004,Whole Year ,Groundnut,310,489,Nuts
683,West Bengal,MURSHIDABAD,2004,Whole Year ,Potato,10332,245563,Vegetables
684,West Bengal,MURSHIDABAD,2004,Whole Year ,Sesamum,14864,14022,Oilseeds
685,West Bengal,MURSHIDABAD,2004,Whole Year ,Sugarcane,5286,368204,Sugarcane
686,West Bengal,MURSHIDABAD,2004,Whole Year ,Turmeric,1778,5339,Species
687,West Bengal,MURSHIDABAD,2004,Winter     ,Rice,232211,595193,Cereal
688,West Bengal,MURSHIDABAD,2005,Autumn     ,Rice,36281,78733,Cereal
689,West Bengal,MURSHIDABAD,2005,Kharif     ,Dry ginger,205,352,Species
690,West Bengal,MURSHIDABAD,2005,Kharif     ,Jowar,1355,532,Cereal
691,West Bengal,MURSHIDABAD,2005,Kharif     ,Jute,127604,1865617,fibres
692,West Bengal,MURSHIDABAD,2005,Kharif     ,Maize,5353,23872,Cereal
693,West Bengal,MURSHIDABAD,2005,Kharif     ,Mesta,536,8115,fibres
694,West Bengal,MURSHIDABAD,2005,Kharif     ,Moong(Green Gram),12,10,Fruits
695,West Bengal,MURSHIDABAD,2005,Kharif     ,Sunflower,113,178,Oilseeds
696,West Bengal,MURSHIDABAD,2005,Kharif     ,Urad,8660,6347,Pulses
697,West Bengal,MURSHIDABAD,2005,Rabi       ,Arhar/Tur,70,75,Pulses
698,West Bengal,MURSHIDABAD,2005,Rabi       ,Barley,562,468,Cereal
699,West Bengal,MURSHIDABAD,2005,Rabi       ,Gram,10822,10502,Beans
700,West Bengal,MURSHIDABAD,2005,Rabi       ,Horse-gram,30,18,Beans
701,West Bengal,MURSHIDABAD,2005,Rabi       ,Khesari,10331,7884,Vegetables
702,West Bengal,MURSHIDABAD,2005,Rabi       ,Linseed,307,121,Oilseeds
703,West Bengal,MURSHIDABAD,2005,Rabi       ,Masoor,20843,18512,Pulses
704,West Bengal,MURSHIDABAD,2005,Rabi       ,Moong(Green Gram),45,45,Fruits
705,West Bengal,MURSHIDABAD,2005,Rabi       ,Peas & beans (Pulses),3846,3175,Pulses
706,West Bengal,MURSHIDABAD,2005,Rabi       ,Rapeseed &Mustard,77281,82342,Oilseeds
707,West Bengal,MURSHIDABAD,2005,Rabi       ,Urad,455,528,Pulses
708,West Bengal,MURSHIDABAD,2005,Rabi       ,Wheat,125540,273112,Cereal
709,West Bengal,MURSHIDABAD,2005,Summer     ,Moong(Green Gram),26,8,Fruits
710,West Bengal,MURSHIDABAD,2005,Summer     ,Rice,137686,473728,Cereal
711,West Bengal,MURSHIDABAD,2005,Whole Year ,Arecanut,75,130,Nuts
712,West Bengal,MURSHIDABAD,2005,Whole Year ,Coconut ,4327,52772,Fruits
713,West Bengal,MURSHIDABAD,2005,Whole Year ,Dry chillies,4433,9101,Species
714,West Bengal,MURSHIDABAD,2005,Whole Year ,Groundnut,277,418,Nuts
715,West Bengal,MURSHIDABAD,2005,Whole Year ,Potato,10341,178617,Vegetables
716,West Bengal,MURSHIDABAD,2005,Whole Year ,Sesamum,14808,14691,Oilseeds
717,West Bengal,MURSHIDABAD,2005,Whole Year ,Sugarcane,6083,458657,Sugarcane
718,West Bengal,MURSHIDABAD,2005,Whole Year ,Turmeric,1680,6504,Species
719,West Bengal,MURSHIDABAD,2005,Winter     ,Rice,230296,637078,Cereal
720,West Bengal,MURSHIDABAD,2006,Autumn     ,Rice,32583,62180,Cereal
721,West Bengal,MURSHIDABAD,2006,Kharif     ,Dry ginger,214,387,Species
722,West Bengal,MURSHIDABAD,2006,Kharif     ,Jowar,1345,588,Cereal
723,West Bengal,MURSHIDABAD,2006,Kharif     ,Jute,134977,1972021,fibres
724,West Bengal,MURSHIDABAD,2006,Kharif     ,Maize,7464,34448,Cereal
725,West Bengal,MURSHIDABAD,2006,Kharif     ,Mesta,603,4100,fibres
726,West Bengal,MURSHIDABAD,2006,Kharif     ,Other Kharif pulses,5,3,Pulses
727,West Bengal,MURSHIDABAD,2006,Kharif     ,Sunflower,29,49,Oilseeds
728,West Bengal,MURSHIDABAD,2006,Kharif     ,Urad,10329,6977,Pulses
729,West Bengal,MURSHIDABAD,2006,Rabi       ,Arhar/Tur,319,131,Pulses
730,West Bengal,MURSHIDABAD,2006,Rabi       ,Barley,898,387,Cereal
731,West Bengal,MURSHIDABAD,2006,Rabi       ,Gram,8093,5527,Beans
732,West Bengal,MURSHIDABAD,2006,Rabi       ,Khesari,8736,5743,Vegetables
733,West Bengal,MURSHIDABAD,2006,Rabi       ,Linseed,101,25,Oilseeds
734,West Bengal,MURSHIDABAD,2006,Rabi       ,Masoor,18873,14912,Pulses
735,West Bengal,MURSHIDABAD,2006,Rabi       ,Peas & beans (Pulses),4112,1859,Pulses
736,West Bengal,MURSHIDABAD,2006,Rabi       ,Rapeseed &Mustard,77448,71277,Oilseeds
737,West Bengal,MURSHIDABAD,2006,Rabi       ,Urad,805,706,Pulses
738,West Bengal,MURSHIDABAD,2006,Rabi       ,Wheat,125521,270324,Cereal
739,West Bengal,MURSHIDABAD,2006,Summer     ,Moong(Green Gram),542,203,Fruits
740,West Bengal,MURSHIDABAD,2006,Summer     ,Rice,137322,475669,Cereal
741,West Bengal,MURSHIDABAD,2006,Whole Year ,Arecanut,81,142,Nuts
742,West Bengal,MURSHIDABAD,2006,Whole Year ,Coconut ,4202,59361700,Fruits
743,West Bengal,MURSHIDABAD,2006,Whole Year ,Dry chillies,4478,6756,Species
744,West Bengal,MURSHIDABAD,2006,Whole Year ,Groundnut,282,438,Nuts
745,West Bengal,MURSHIDABAD,2006,Whole Year ,Potato,10677,106745,Vegetables
746,West Bengal,MURSHIDABAD,2006,Whole Year ,Sesamum,14491,14460,Oilseeds
747,West Bengal,MURSHIDABAD,2006,Whole Year ,Sugarcane,5075,340895,Sugarcane
748,West Bengal,MURSHIDABAD,2006,Whole Year ,Turmeric,1764,8097,Species
749,West Bengal,MURSHIDABAD,2006,Winter     ,Rice,225168,492849,Cereal
750,West Bengal,MURSHIDABAD,2007,Autumn     ,Rice,32662,65084,Cereal
751,West Bengal,MURSHIDABAD,2007,Autumn     ,Sesamum,60,40,Oilseeds
752,West Bengal,MURSHIDABAD,2007,Kharif     ,Dry ginger,240,570,Species
753,West Bengal,MURSHIDABAD,2007,Kharif     ,Garlic,40,450,Species
754,West Bengal,MURSHIDABAD,2007,Kharif     ,Groundnut,12,19,Nuts
755,West Bengal,MURSHIDABAD,2007,Kharif     ,Jowar,1630,686,Cereal
756,West Bengal,MURSHIDABAD,2007,Kharif     ,Jute,153244,1981933,fibres
757,West Bengal,MURSHIDABAD,2007,Kharif     ,Maize,69,138,Cereal
758,West Bengal,MURSHIDABAD,2007,Kharif     ,Mesta,176,1459,fibres
759,West Bengal,MURSHIDABAD,2007,Kharif     ,Sunflower,88,100,Oilseeds
760,West Bengal,MURSHIDABAD,2007,Kharif     ,Urad,8681,8536,Pulses
761,West Bengal,MURSHIDABAD,2007,Rabi       ,Arhar/Tur,372,392,Pulses
762,West Bengal,MURSHIDABAD,2007,Rabi       ,Barley,573,485,Cereal
763,West Bengal,MURSHIDABAD,2007,Rabi       ,Gram,6330,5149,Beans
764,West Bengal,MURSHIDABAD,2007,Rabi       ,Groundnut,1,2,Nuts
765,West Bengal,MURSHIDABAD,2007,Rabi       ,Khesari,10929,8701,Vegetables
766,West Bengal,MURSHIDABAD,2007,Rabi       ,Linseed,748,132,Oilseeds
767,West Bengal,MURSHIDABAD,2007,Rabi       ,Maize,2238,10655,Cereal
768,West Bengal,MURSHIDABAD,2007,Rabi       ,Masoor,19707,15465,Pulses
769,West Bengal,MURSHIDABAD,2007,Rabi       ,Moong(Green Gram),21,31,Fruits
770,West Bengal,MURSHIDABAD,2007,Rabi       ,Peas & beans (Pulses),3998,2161,Pulses
771,West Bengal,MURSHIDABAD,2007,Rabi       ,Rapeseed &Mustard,79426,76599,Oilseeds
772,West Bengal,MURSHIDABAD,2007,Rabi       ,Safflower,4,5,Oilseeds
773,West Bengal,MURSHIDABAD,2007,Rabi       ,Urad,710,729,Pulses
774,West Bengal,MURSHIDABAD,2007,Rabi       ,Wheat,122557,313427,Cereal
775,West Bengal,MURSHIDABAD,2007,Summer     ,Groundnut,70,111,Nuts
776,West Bengal,MURSHIDABAD,2007,Summer     ,Maize,1881,8686,Cereal
777,West Bengal,MURSHIDABAD,2007,Summer     ,Moong(Green Gram),793,512,Fruits
778,West Bengal,MURSHIDABAD,2007,Summer     ,Rice,141921,500939,Cereal
779,West Bengal,MURSHIDABAD,2007,Summer     ,Sesamum,13242,13277,Oilseeds
780,West Bengal,MURSHIDABAD,2007,Whole Year ,Arecanut,80,160,Nuts
781,West Bengal,MURSHIDABAD,2007,Whole Year ,Coconut ,4610,59350000,Fruits
782,West Bengal,MURSHIDABAD,2007,Whole Year ,Dry chillies,4540,7080,Species
783,West Bengal,MURSHIDABAD,2007,Whole Year ,Potato,14667,269918,Vegetables
784,West Bengal,MURSHIDABAD,2007,Whole Year ,Sugarcane,6128,621163,Sugarcane
785,West Bengal,MURSHIDABAD,2007,Whole Year ,Turmeric,1780,8640,Species
786,West Bengal,MURSHIDABAD,2007,Winter     ,Rice,223835,576385,Cereal
787,West Bengal,MURSHIDABAD,2007,Winter     ,Sesamum,88,35,Oilseeds
788,West Bengal,MURSHIDABAD,2008,Autumn     ,Maize,355,879,Cereal
789,West Bengal,MURSHIDABAD,2008,Autumn     ,Rice,32285,73651,Cereal
790,West Bengal,MURSHIDABAD,2008,Autumn     ,Sesamum,44,29,Oilseeds
791,West Bengal,MURSHIDABAD,2008,Kharif     ,Dry ginger,270,510,Species
792,West Bengal,MURSHIDABAD,2008,Kharif     ,Groundnut,10,17,Nuts
793,West Bengal,MURSHIDABAD,2008,Kharif     ,Jowar,1100,459,Cereal
794,West Bengal,MURSHIDABAD,2008,Kharif     ,Jute,147234,1785879,fibres
795,West Bengal,MURSHIDABAD,2008,Kharif     ,Mesta,119,844,fibres
796,West Bengal,MURSHIDABAD,2008,Kharif     ,Sunflower,26,28,Oilseeds
797,West Bengal,MURSHIDABAD,2008,Kharif     ,Urad,7907,6847,Pulses
798,West Bengal,MURSHIDABAD,2008,Rabi       ,Arhar/Tur,83,165,Pulses
799,West Bengal,MURSHIDABAD,2008,Rabi       ,Barley,914,1031,Cereal
800,West Bengal,MURSHIDABAD,2008,Rabi       ,Gram,3250,3611,Beans
801,West Bengal,MURSHIDABAD,2008,Rabi       ,Groundnut,4,4,Nuts
802,West Bengal,MURSHIDABAD,2008,Rabi       ,Horse-gram,40,18,Beans
803,West Bengal,MURSHIDABAD,2008,Rabi       ,Khesari,8601,7136,Vegetables
804,West Bengal,MURSHIDABAD,2008,Rabi       ,Linseed,196,14,Oilseeds
805,West Bengal,MURSHIDABAD,2008,Rabi       ,Maize,2041,9991,Cereal
806,West Bengal,MURSHIDABAD,2008,Rabi       ,Masoor,13844,8990,Pulses
807,West Bengal,MURSHIDABAD,2008,Rabi       ,Moong(Green Gram),56,60,Fruits
808,West Bengal,MURSHIDABAD,2008,Rabi       ,Peas & beans (Pulses),1703,1163,Pulses
809,West Bengal,MURSHIDABAD,2008,Rabi       ,Rapeseed &Mustard,83585,65269,Oilseeds
810,West Bengal,MURSHIDABAD,2008,Rabi       ,Safflower,2,2,Oilseeds
811,West Bengal,MURSHIDABAD,2008,Rabi       ,Urad,830,740,Pulses
812,West Bengal,MURSHIDABAD,2008,Rabi       ,Wheat,101825,258310,Cereal
813,West Bengal,MURSHIDABAD,2008,Summer     ,Groundnut,85,133,Nuts
814,West Bengal,MURSHIDABAD,2008,Summer     ,Maize,1579,6993,Cereal
815,West Bengal,MURSHIDABAD,2008,Summer     ,Moong(Green Gram),664,290,Fruits
816,West Bengal,MURSHIDABAD,2008,Summer     ,Rice,135706,417019,Cereal
817,West Bengal,MURSHIDABAD,2008,Summer     ,Sesamum,17824,16474,Oilseeds
818,West Bengal,MURSHIDABAD,2008,Whole Year ,Arecanut,82,160,Nuts
819,West Bengal,MURSHIDABAD,2008,Whole Year ,Coconut ,4620,59500,Fruits
820,West Bengal,MURSHIDABAD,2008,Whole Year ,Dry chillies,4140,6870,Species
821,West Bengal,MURSHIDABAD,2008,Whole Year ,Potato,12203,119996,Vegetables
822,West Bengal,MURSHIDABAD,2008,Whole Year ,Sugarcane,6965,549954,Sugarcane
823,West Bengal,MURSHIDABAD,2008,Whole Year ,Turmeric,1850,8810,Species
824,West Bengal,MURSHIDABAD,2008,Winter     ,Rice,231525,633077,Cereal
825,West Bengal,MURSHIDABAD,2008,Winter     ,Sesamum,87,36,Oilseeds
826,West Bengal,MURSHIDABAD,2009,Autumn     ,Groundnut,9,16,Nuts
827,West Bengal,MURSHIDABAD,2009,Autumn     ,Maize,217,447,Cereal
828,West Bengal,MURSHIDABAD,2009,Autumn     ,Rice,16629,35194,Cereal
829,West Bengal,MURSHIDABAD,2009,Autumn     ,Sesamum,98,59,Oilseeds
830,West Bengal,MURSHIDABAD,2009,Kharif     ,Jowar,1450,618,Cereal
831,West Bengal,MURSHIDABAD,2009,Kharif     ,Jute,171999,2589591,fibres
832,West Bengal,MURSHIDABAD,2009,Kharif     ,Mesta,226,2294,fibres
833,West Bengal,MURSHIDABAD,2009,Kharif     ,Moong(Green Gram),92,48,Fruits
834,West Bengal,MURSHIDABAD,2009,Kharif     ,Sunflower,70,49,Oilseeds
835,West Bengal,MURSHIDABAD,2009,Kharif     ,Urad,6525,3857,Pulses
836,West Bengal,MURSHIDABAD,2009,Rabi       ,Arhar/Tur,195,240,Pulses
837,West Bengal,MURSHIDABAD,2009,Rabi       ,Barley,263,515,Cereal
838,West Bengal,MURSHIDABAD,2009,Rabi       ,Gram,4368,4945,Beans
839,West Bengal,MURSHIDABAD,2009,Rabi       ,Groundnut,3550,6390,Nuts
840,West Bengal,MURSHIDABAD,2009,Rabi       ,Khesari,9589,9338,Vegetables
841,West Bengal,MURSHIDABAD,2009,Rabi       ,Linseed,22,7,Oilseeds
842,West Bengal,MURSHIDABAD,2009,Rabi       ,Maize,2056,10087,Cereal
843,West Bengal,MURSHIDABAD,2009,Rabi       ,Masoor,14551,15556,Pulses
844,West Bengal,MURSHIDABAD,2009,Rabi       ,Moong(Green Gram),40,57,Fruits
845,West Bengal,MURSHIDABAD,2009,Rabi       ,Peas & beans (Pulses),1301,1952,Pulses
846,West Bengal,MURSHIDABAD,2009,Rabi       ,Potato,11899,370671,Vegetables
847,West Bengal,MURSHIDABAD,2009,Rabi       ,Rapeseed &Mustard,83151,111039,Oilseeds
848,West Bengal,MURSHIDABAD,2009,Rabi       ,Urad,782,725,Pulses
849,West Bengal,MURSHIDABAD,2009,Rabi       ,Wheat,100123,284634,Cereal
850,West Bengal,MURSHIDABAD,2009,Summer     ,Groundnut,105,176,Nuts
851,West Bengal,MURSHIDABAD,2009,Summer     ,Maize,1505,7531,Cereal
852,West Bengal,MURSHIDABAD,2009,Summer     ,Moong(Green Gram),412,187,Fruits
853,West Bengal,MURSHIDABAD,2009,Summer     ,Rice,131338,411311,Cereal
854,West Bengal,MURSHIDABAD,2009,Summer     ,Sesamum,15575,16676,Oilseeds
855,West Bengal,MURSHIDABAD,2009,Whole Year ,Sugarcane,5266,335123,Sugarcane
856,West Bengal,MURSHIDABAD,2009,Winter     ,Rice,225164,593905,Cereal
857,West Bengal,MURSHIDABAD,2009,Winter     ,Sesamum,273,153,Oilseeds
858,West Bengal,MURSHIDABAD,2010,Autumn     ,Groundnut,11,19,Nuts
859,West Bengal,MURSHIDABAD,2010,Autumn     ,Maize,140,354,Cereal
860,West Bengal,MURSHIDABAD,2010,Autumn     ,Rice,11867,23358,Cereal
861,West Bengal,MURSHIDABAD,2010,Autumn     ,Sesamum,62,31,Oilseeds
862,West Bengal,MURSHIDABAD,2010,Kharif     ,Jute,157701,2343257,fibres
863,West Bengal,MURSHIDABAD,2010,Kharif     ,Mesta,99,960,fibres
864,West Bengal,MURSHIDABAD,2010,Kharif     ,Moong(Green Gram),104,55,Fruits
865,West Bengal,MURSHIDABAD,2010,Kharif     ,Sunflower,75,83,Oilseeds
866,West Bengal,MURSHIDABAD,2010,Kharif     ,Urad,14644,9346,Pulses
867,West Bengal,MURSHIDABAD,2010,Rabi       ,Arhar/Tur,113,166,Pulses
868,West Bengal,MURSHIDABAD,2010,Rabi       ,Barley,262,362,Cereal
869,West Bengal,MURSHIDABAD,2010,Rabi       ,Gram,4399,4351,Beans
870,West Bengal,MURSHIDABAD,2010,Rabi       ,Groundnut,39,58,Nuts
871,West Bengal,MURSHIDABAD,2010,Rabi       ,Khesari,8467,8156,Vegetables
872,West Bengal,MURSHIDABAD,2010,Rabi       ,Linseed,14,4,Oilseeds
873,West Bengal,MURSHIDABAD,2010,Rabi       ,Maize,2182,10028,Cereal
874,West Bengal,MURSHIDABAD,2010,Rabi       ,Masoor,15447,14334,Pulses
875,West Bengal,MURSHIDABAD,2010,Rabi       ,Moong(Green Gram),25,45,Fruits
876,West Bengal,MURSHIDABAD,2010,Rabi       ,Peas & beans (Pulses),1985,3310,Pulses
877,West Bengal,MURSHIDABAD,2010,Rabi       ,Potato,12249,367960,Vegetables
878,West Bengal,MURSHIDABAD,2010,Rabi       ,Rapeseed &Mustard,88694,97736,Oilseeds
879,West Bengal,MURSHIDABAD,2010,Rabi       ,Urad,5251,5713,Pulses
880,West Bengal,MURSHIDABAD,2010,Rabi       ,Wheat,96390,286362,Cereal
881,West Bengal,MURSHIDABAD,2010,Summer     ,Groundnut,123,185,Nuts
882,West Bengal,MURSHIDABAD,2010,Summer     ,Maize,1303,6604,Cereal
883,West Bengal,MURSHIDABAD,2010,Summer     ,Moong(Green Gram),347,221,Fruits
884,West Bengal,MURSHIDABAD,2010,Summer     ,Rice,121612,399084,Cereal
885,West Bengal,MURSHIDABAD,2010,Summer     ,Sesamum,17508,14286,Oilseeds
886,West Bengal,MURSHIDABAD,2010,Whole Year ,Sugarcane,5544,399295,Sugarcane
887,West Bengal,MURSHIDABAD,2010,Winter     ,Rice,170696,439287,Cereal
888,West Bengal,MURSHIDABAD,2010,Winter     ,Sesamum,137,83,Oilseeds
889,West Bengal,MURSHIDABAD,2011,Autumn     ,Groundnut,16,27,Nuts
890,West Bengal,MURSHIDABAD,2011,Autumn     ,Maize,170,363,Cereal
891,West Bengal,MURSHIDABAD,2011,Autumn     ,Rice,11849,26456,Cereal
892,West Bengal,MURSHIDABAD,2011,Autumn     ,Sesamum,74,47,Oilseeds
893,West Bengal,MURSHIDABAD,2011,Kharif     ,Jute,157571,2195519,fibres
894,West Bengal,MURSHIDABAD,2011,Kharif     ,Moong(Green Gram),85,48,Fruits
895,West Bengal,MURSHIDABAD,2011,Kharif     ,Sunflower,108,118,Oilseeds
896,West Bengal,MURSHIDABAD,2011,Kharif     ,Urad,7571,5322,Pulses
897,West Bengal,MURSHIDABAD,2011,Rabi       ,Arhar/Tur,26,12,Pulses
898,West Bengal,MURSHIDABAD,2011,Rabi       ,Barley,480,636,Cereal
899,West Bengal,MURSHIDABAD,2011,Rabi       ,Gram,5178,4733,Beans
900,West Bengal,MURSHIDABAD,2011,Rabi       ,Groundnut,238,764,Nuts
901,West Bengal,MURSHIDABAD,2011,Rabi       ,Khesari,8316,7591,Vegetables
902,West Bengal,MURSHIDABAD,2011,Rabi       ,Linseed,98,41,Oilseeds
903,West Bengal,MURSHIDABAD,2011,Rabi       ,Maize,2093,10035,Cereal
904,West Bengal,MURSHIDABAD,2011,Rabi       ,Masoor,14652,12174,Pulses
905,West Bengal,MURSHIDABAD,2011,Rabi       ,Moong(Green Gram),40,54,Fruits
906,West Bengal,MURSHIDABAD,2011,Rabi       ,Peas & beans (Pulses),2005,1982,Pulses
907,West Bengal,MURSHIDABAD,2011,Rabi       ,Potato,11052,291666,Vegetables
908,West Bengal,MURSHIDABAD,2011,Rabi       ,Rapeseed &Mustard,81411,81182,Oilseeds
909,West Bengal,MURSHIDABAD,2011,Rabi       ,Safflower,37,37,Oilseeds
910,West Bengal,MURSHIDABAD,2011,Rabi       ,Urad,2288,2393,Pulses
911,West Bengal,MURSHIDABAD,2011,Rabi       ,Wheat,97146,275701,Cereal
912,West Bengal,MURSHIDABAD,2011,Summer     ,Groundnut,1,2,Nuts
913,West Bengal,MURSHIDABAD,2011,Summer     ,Maize,1462,7043,Cereal
914,West Bengal,MURSHIDABAD,2011,Summer     ,Moong(Green Gram),227,142,Fruits
915,West Bengal,MURSHIDABAD,2011,Summer     ,Rice,113523,374864,Cereal
916,West Bengal,MURSHIDABAD,2011,Summer     ,Sesamum,15565,14546,Oilseeds
917,West Bengal,MURSHIDABAD,2011,Whole Year ,Sugarcane,3705,214852,Sugarcane
918,West Bengal,MURSHIDABAD,2011,Winter     ,Rice,225648,555990,Cereal
919,West Bengal,MURSHIDABAD,2011,Winter     ,Sesamum,87,45,Oilseeds
